Doc,Topic,Doc_ID
"#Salvini: se la nuova ""nave dei centri sociali"" pensa di portare un solo immigrato in Italia... sappiano che qui non ne sbarcherà uno. #wlitalia",123,21987
"Bella novità, ascoltate bene! Una nave organizzata dai centri sociali (!) vagherà per il Mediterraneo alla ricerca di immigrati da sbarcare sulle nostre coste... Facciano quello che vogliono, vadano dove vogliono ma per loro in Italia... nisba! 😘 VIDEO:  https://www.facebook.com/salviniofficial/videos/1708270519299319/ … pic.twitter.com/seTJJwADfn",123,21994
"✅ Mentre Panama toglieva la bandiera alla nave Ong “Aquarius 2”, che torna così ad essere una “nave fantasma”, la Guardia costiera libica salvava e riportava in Libia più di 200 immigrati. #portichiusi, stop a scafisti e trafficanti! pic.twitter.com/eZP9QW2XLH",123,22149
"#Salvini: nessuna pressione su Panama per #Aquarius2, non so nemmeno che prefisso abbia Panama. #nonèlarena",123,22159
"#Salvini: nell’ultimo mese, dopo #Diciotti, ZERO sbarchi da Libia. In questi giorni #Aquarius2 sta mettendo bastoni fra le ruote. Scafisti investono soldi in armi e droga. #nonèlarena",123,22160
"Fiero di sostenere il settore nautico in Italia, che dà lavoro a quasi 200.000 persone e, dopo le tasse di Monti, è tornato a crescere. Felice dell’accoglienza che centinaia di persone mi hanno riservato oggi, con applausi e incoraggiamenti: viva #Genova, viva il mare! pic.twitter.com/rBJdgWJ9Mu",123,22187
"La #Aquarius2 ha recuperato una decina di persone in acque sar libiche, a poche miglia dalla terraferma, ma si è rifiutata di collaborare con la guardia costiera di Tripoli. Ora vaga nel Mediterraneo. Lo dico e lo ribadisco: vada dove vuole, ma non in Italia. #portichiusi pic.twitter.com/CZphtiAaGo",123,22193
"🔴La nave Ong #Aquarius2 questa mattina in navigazione a Sud della Sardegna, verso il Canale di Sicilia. Ha cambiato nome (aggiungendo un “2”) e bandiera, ma non cambierà destinazione finale: NON in Italia! #portichiusi pic.twitter.com/8UGr4jQNzh",123,22236
#Salvini: Da quando abbiamo bloccato una nave per 10 giorni a Catania gli arrivi dalla costa libica sono pari a ZERO. ZERO. #TEHA #Cernobbio @TEHAmbrosetti pic.twitter.com/3valT2HbOx,123,22376
"Ieri la Guardia costiera libica ha salvato in mare 275 persone, tra cui 54 donne e 26 bambini. Ringrazio le autorità libiche per l’opera di soccorso e di rimpatrio, nonostante tutte le difficoltà interne ed i boicottaggi esterni, in particolare quelli provenienti dall’Europa. pic.twitter.com/Op9rGKL1XM",123,22445
"In una giornata così triste, una notizia positiva. La nave Ong AQUARIUS andrà a Malta e gli immigrati a bordo verranno distribuiti fra Spagna, Francia, Lussemburgo, Portogallo e Germania. Come promesso, non in Italia, abbiamo già fatto abbastanza. Dalle parole ai fatti!",123,22641
"Nave ONG Aquarius con altri 141 immigrati a bordo: proprietà tedesca, noleggiata da Ong francese, equipaggio straniero, in acque maltesi, battente bandiera di Gibilterra. Può andare dove vuole, non in Italia! STOP trafficanti di esseri umani e complici,#portichiusi e #cuoriaperti",123,22657
"Oggi al GR1 ho ribadito che l’Aquarius, col suo carico di clandestini, sicuramente non arriverà in un porto italiano, alla faccia dei buonisti. pic.twitter.com/LTzg4xVR9v",123,22670
"“Salvini rappresenta il caos, la distruzione dell’Europa e della democrazia. L’Italia non è Salvini”. Così parlò il sindaco di Barcellona. Che dite, devo essere preoccupato o felice??😁😁. P.s. Intanto un’altra nave Ong con immigrati a bordo si dirige verso la Spagna: bene così!! pic.twitter.com/YUnu7hGriZ",123,22721
"Nelle ultime ore sono sbarcati a Lampedusa 135 immigrati, quasi tutti tunisini, su 13 barchini. Hanno sprecato soldi, tempo e fatica, verranno rimandati a casa nei prossimi giorni! In Italia si entra col permesso, la pacchia è finita.",123,22760
"La nave spagnola Open Arms ha raccolto a bordo 90 immigrati nelle acque libiche. Visto che venti giorni fa aveva dichiarato che “i porti italiani non sono sicuri” perché c’è Salvini, sono certo che porteranno questi immigrati ovunque, tranne che in Italia. Buon viaggio! pic.twitter.com/IEPBDgSpZ0",123,22764
"Se avete 5 minuti, vi consiglio questo video sul lavoro della nostra Marina davanti alle coste libiche. Dalle parole ai fatti. pic.twitter.com/XpoFOq4kcx",123,22784
"Dopo giorni di inutile attesa davanti a Libia e Tunisia, la nave della Ong spagnola Open Arms pare allontanarsi a mani e tasche vuote. A presto😁 pic.twitter.com/Bz5OfHJLYL",123,22809
"Reportage dalle navi della Marina davanti alla Libia: ""Qui tutto è cambiato, non passa più nessuno"". È cambiata la musica! Volere è potere. pic.twitter.com/jnJUGzosY4",123,22817
La nave ONG Open Arms sta dirigendo verso il canale di Sicilia (possibile destinazione zona SAR libica). Altre provocazioni in vista? Vi tengo informati! pic.twitter.com/4ll1Qo0Xgb,123,22875
"🔴Contrordine compagni! La Ong “Open Arms” non ci denuncia. Nel frattempo altri 40 immigrati salvati e riportati in Libia dalla G. costiera. Se i governi fanno il loro dovere il business schifoso dell’immigrazione clandestina SI PUÒ fermare. Volere è potere, io ce la metto tutta. pic.twitter.com/RKaafDEur3",123,22878
"Due navi di Ong spagnole sono tornate nel Mediterraneo in attesa del loro carico di esseri umani. Risparmino tempo e denaro, i porti italiani li vedranno in cartolina. pic.twitter.com/OzBBprnkNI",123,22923
Giovedì porterò al tavolo europeo di Innsbruck la richiesta di BLOCCARE l’arrivo nei porti italiani delle navi delle missioni internazionali. Purtroppo i governi italiani degli ultimi 5 anni avevano firmato accordi perché tutte queste navi scaricassero gli immigrati in Italia. pic.twitter.com/tnp16nifpy,123,23027
"Ho rivisto a Roma il vicepremier libico Ahmed Maitig. Superamento dell’embargo alla Libia contribuirebbe a trovare una soluzione ai problemi di quel Paese che finiscono con il riflettersi sull’Europa, aumentando efficacia con cui potremo combattere il traffico di esseri umani. pic.twitter.com/cYqzt1DKYx",123,23042
"In diretta con il vicepremier libico Ahmed Maitig, oggi nostro ospite al @Viminale. LIVE 👉🏻  https://www.facebook.com/salviniofficial/videos/10155894133008155/ … pic.twitter.com/2ETZp8TvrF",123,23047
La nave spagnola @openarms_fund domani attraccherà nel porto di #Barcellona. Porti italiani chiusi alle #Ong straniere! Volere è potere. pic.twitter.com/DQMiv1ocZ3,123,23066
"Oggi a Tripoli si è riunita la commissione italo-libica per prevenire l'immigrazione illegale e il traffico di essere umani. Non abbiamo bacchette magiche, ma ce la mettiamo tutta. Volere è potere. https://www.quotidiano.net/cronaca/migranti-libia-salvini-1.4013014 …",123,23095
#Salvini: Qualche frustrato di sinistra è riuscito a dire che anche la tragedia successa qualche giorno fa al largo della Libia è colpa della Lega. Ringrazio uomini della Guardia Costiera libica che nel silenzio dei media hanno soccorso più di mille disperati. #Pontida18,123,23122
"La nave Open Arms, di Ong spagnola con bandiera spagnola, si è lanciata poco fa verso un barcone e, prima dell’intervento di una motovedetta Libica in zona, ha in tutta fretta imbarcato una cinquantina di immigrati a bordo. pic.twitter.com/FiPjeVP2NU",123,23162
Positivi apprezzamenti dalla Marina libica per aver chiuso i porti italiani alle Ong. Con spirito di collaborazione e tanto buonsenso il business dell'immigrazione clandestina si può fermare. Volere è potere!  http://www.adnkronos.com/aki-it/politica/2018/06/27/marina-libica-con-salvini_uDtq2sPJrmFa41bmzzZhJN.html …,123,23185
"Difesa dei confini, dalle parole ai fatti. 12 unità navali oggi donate dal Governo italiano alla Guardia costiera libica: per pattugliare, soccorrere, proteggere. pic.twitter.com/lj0XQnYxH2",123,23188
"Lunedì a Tripoli ho visitato un centro per immigrati controllato anche da personale Onu, una risposta a quelli che dicono che non si possono rimandare gli immigrati in Libia perché è un Paese pericoloso. Ora tocca all’Europa svegliarsi. VIDEO COMPLETO >  https://www.facebook.com/salviniofficial/videos/10155872803938155/ … pic.twitter.com/q0xVdLMzgT",123,23194
"E due!👍 Dopo la Ong Aquarius spedita in Spagna, ora tocca alla Ong Lifeline che andrà a Malta, con questa nave fuorilegge che finalmente verrà sequestrata. Per donne e bambini davvero in fuga dalla guerra le porte sono aperte, per tutti gli altri no! #stopinvasione",123,23205
In diretta dal Ministero dell'Interno le mie dichiarazioni dopo il viaggio in Libia. Seguitemi! LIVE >  https://www.facebook.com/salviniofficial/videos/10155870037313155/ … pic.twitter.com/h3SKQq0JT2,123,23211
"A Tripoli coi ragazzi della Caprera, che difendono i mari e la nostra sicurezza: onore! pic.twitter.com/WGbgCTVUt7",123,23212
"Trasferimento alla base navale di Abu Sitta, ora una visita al Moto Trasporto Costiero della Marina Italiana “Caprera”. Grazie ai nostri uomini che operano in Libia con tanta professionalità e dedizione. pic.twitter.com/Da8QUc0Rex",123,23213
In diretta da Tripoli conferenza stampa con il vicepremier libico Ahmed Maitig.  LIVE👉🏻  https://www.facebook.com/salviniofficial/videos/10155869462808155/ … pic.twitter.com/I9Y2sodEQQ,123,23214
"Hotspots dell'accoglienza in Italia?Sarebbe problema per noi e per la Libia stessa perché i flussi della morte non verrebbero interrotti.  Noi abbiamo proposto centri di accoglienza posti ai confini a Sud della Libia per evitare che anche Tripoli diventi un imbuto, come Italia. pic.twitter.com/3kfFfMIgTJ",123,23215
"Qui Tripoli, ho appena incontrato il ministro dell’Interno libico Abdulsalam Ashour. Il mio impegno sarà massimo per rinsaldare l’amicizia tra i nostri due Paesi e la collaborazione su tutti i fronti, a partire dall’emergenza immigrazione. Vi tengo aggiornati! pic.twitter.com/9OiTeelQnu",123,23216
"Missione #Libia, si parte! pic.twitter.com/HTnLccSZ6A",123,23217
"Ringrazio di cuore, da ministro e da papà, le Autorità e la Guardia Costiera Libica che oggi hanno salvato e riportato in Libia 820 immigrati, rendendo vano il ""lavoro"" degli scafisti ed evitando interventi scorretti delle navi delle Ong. http://www.ansa.it/sito/notizie/topnews/2018/06/24/salvini-migranti-salvati-grazie-libia_74e84738-8600-4809-86b7-77ab74289d75.html …",123,23219
La Guardia Costiera Libica denuncia pubblicamente il lavoro sporco delle Ong. http://www.repubblica.it/esteri/2018/06/22/news/aiuti_migranti_e_riorganizzazione_delle_forze_di_sicurezza_ecco_la_missione_di_salvini_in_libia-199693330/ …,123,23223
"Altri 1.000 immigrati sui gommoni? Giusto che intervengano Autorità Libiche, come stanno ben facendo da giorni, senza che le navi di Ong si intromettano e disturbino. Sappiano questi “signori”, finanziati da Soros e compagnia bella, che i porti italiani sono e saranno chiusi.",123,23224
"Nei prossimi giorni sarò in Libia: l'Italia dovrà riprendere un ruolo centrale per garantire la stabilità di tutta l'area, offrendo collaborazione non solo sul tema immigrazione ma anche per lo sviluppo economico di quel Paese. pic.twitter.com/JmMXv7Rat4",123,23257
"#Salvini: Andrò in Libia settimana prossima e ci terrò a far presente che il popolo italiano è vicino al popolo libico, vogliamo la stabilità e la tranquillità della Libia. #portaaporta",123,23281
"La #Aquarius approda in Spagna. Per la prima volta una nave partita dalla Libia e destinata in italia attracca in un Paese diverso: segno che qualcosa sta cambiando, non siamo piú gli zerbini d’Europa. 🔴 LIVE >  https://www.facebook.com/salviniofficial/videos/10155849211128155/ … pic.twitter.com/BPpYijA02j",123,23337
"Mentre Aquarius naviga verso la Spagna, altre 2 navi di Ong con bandiera dell’Olanda sono arrivate al largo delle coste della Libia. Sappiano che l’Italia non vuole più essere complice del business dell’immigrazione clandestina, e dovranno cercarsi altri porti dove dirigersi.",123,23348
"Comandante Guardia costiera libica: ""Se Italia CHIUDE i porti diminuiranno partenze"", SCORAGGIANDO i trafficanti di esseri umani. Lo abbiamo detto per anni. L'Italia si è svegliata, e non ci fermiamo. #chiudiamoiporti https://specialelibia.it/2018/06/11/acquarius-intervista-a-comandante-guardia-costiera-libica-se-litalia-chiude-i-porti-diminuiranno-le-partenze/ …",123,23372
#Salvini: Conto di andare nelle prossime settimane in Libia. #ottoemezzo,123,23398
"Non siamo soli, c'è una responsabilità da condividere e sono contento che dopo anni di silenzio il governo abbia alzato la testa. Ora conto di andare in Libia entro la fine del mese, questa situazione va risolta direttamente nel continente africano. VIDEO>  https://www.facebook.com/salviniofficial/videos/10155835903933155/ … pic.twitter.com/g4W4JdoUx1",123,23412
"VITTORIA! 629 immigrati a bordo della nave Aquarius in direzione #Spagna, primo obiettivo raggiunto! #chiudiamoiporti pic.twitter.com/dNmLyNRaVo",123,23421
"VITTORIA! 629 immigrati a bordo della nave Aquarius in direzione Spagna, primo obiettivo raggiunto! Vi racconto in diretta gli ultimi sviluppi. #chiudiamoiporti 🔴📲 LIVE >  https://www.facebook.com/salviniofficial/videos/10155833582078155/ … pic.twitter.com/eMcoOg8yzW",123,23422
"Oggi anche la nave Sea Watch 3, di Ong tedesca e battente bandiera olandese, è al largo delle coste libiche in attesa di effettuare l’ennesimo carico di immigrati, da portare in Italia. L’Italia ha smesso di chinare il capo e di ubbidire, stavolta C’È CHI DICE NO.#chiudiamoiporti pic.twitter.com/kjusddFDqH",123,23425
"Ci dicano gli amici Maltesi quante navi che trasportavano immigrati hanno attraccato nei loro porti nel 2018, quante persone sono sbarcate, quante domande di asilo sono state esaminate e quante accolte. L’Italia vuole risolvere i problemi, non crearli. pic.twitter.com/nuDeRvPzb8",123,23445
Marina Militare libica respinge le navi delle ONG pro-invasione e riporta a terra più di 500 clandestini. Applausi. http://palermo.repubblica.it/cronaca/2017/06/10/news/migranti_tensione_nel_canale_di_sicilia_la_marina_libica_intima_alle_navi_delle_ong_di_andare_via-167737690/ …,123,27201
"#Salvini: Più barche metti davanti alle coste libiche, più partenze di disperati ci saranno e più MORTI avverranno. #portaaporta pic.twitter.com/5Gb3oqZAEc",123,27807
"#Salvini: Si sposti la frontiera oltre Mediterraneo, si sequestrino navi e bilanci di quelli che speculano sugli immigrati. #inmezzora",123,27870
#Salvini: quando sarà possibile mi propongo di andare in Libia ad incontrare il generale HAFTAR che controlla il territorio. #NightTabloid pic.twitter.com/y3z83hWH9h,123,28315
".@MLP_officiel in Libano rifiuta di mettere il velo per incontrare il Gran Muftì, cancella appuntamento. Da noi la BOLDRINI.. #Marine2017 pic.twitter.com/g13ov8Witw",123,28767
"Oggi Pd e Ue propongono BLOCCO NAVALE in Libia. Sentite ALFANO due anni fa cosa diceva. IPOCRITI, INCAPACI, RIDICOLI e COMPLICI! #votosubito pic.twitter.com/95ja4im2KZ",123,29094
"Da tre anni chiedo un BLOCCO NAVALE per fermare i barconi nelle acque della Libia, per salvare vite e bloccare l'INVASIONE. #stopinvasione pic.twitter.com/pYoVz3j2NZ",123,29107
"#Salvini: ormai andiamo in Libia a prenderli. 130mila arrivati, 70mila fanno domanda di asilo, gli altri dove sono? #quintacolonna",123,30752
"#Salvini: Renzi e il governo non parlano in parlamento di ciò che è avvenuto in LIBIA, preferiscono #domenicalive. #dimartedi",123,32577
"Altri 3.000 IMMIGRATI su 22 barconi in arrivo in Italia. Soccorreteli, aiutateli, curateli, ma NON FATELI SBARCARE! #Salvini",123,35296
"#Immigrazione, una nave sta sbarcando a Cagliari 435 clandestini. Io li metterei su 10 pullman, e li porterei tutti a #Bruxelles! #Salvini",123,35466
"Mettiamo le navi di fronte alle coste libiche, non deve partire più nessuno! #domenicalive @domenicalive #Salvini pic.twitter.com/3BbNGjKvDf",123,36685
La #Libia ci manda i #clandestini e ci arresta i pescatori. Un governo serio non lo permetterebbe! #Salvini #Lega,123,36709
Governo pensa di aprire a TARANTO un grande Centro per #IMMIGRATI da Libia. Faremo di tutto contro questa follia. Mi date una mano? #Salvini,123,37103
"""BLOCCO NAVALE davanti alla #Libia, pure l'#ONU appoggerebbe l'Italia"" dice l'inviato ONU in Libia. Bene, facciamolo subito! #Lega #Salvini",123,37134
"L'intervento in Libia ha peggiorato la situazione, altro che tutelare i diritti umani! #Salvini #portaaporta #Lega @matteosalvinimi",123,37493
"Sul Corriere denuncia di Tripoli: ""Sbarchi dalla Libia guidati da cellule del terrorismo islamico"". La #Lega lo denuncia da mesi!!! #Salvini",123,37763
Altri 556 immigrati raccolti da navi militari a 100 miglia dall'Italia. Governo #Renzi fa Tour Operator per trafficanti di uomini. #Salvini,123,38238
Le cosche guadagnano sugli #immigrati: marina militare soccorra i barconi ma poi li riporti al porto di partenza. #Salvini #ottoemezzo #Lega,123,38256
"""#Immigrazione via mare pone GRAVI RISCHI a sicurezza e salute pubblica"" dice Capo di Stato Maggiore di Difesa. #Renzi, ci sei?!? #Salvini",123,39294
