Doc,Topic,Doc_ID
"Amici, domani sarò nella splendida Sicilia, dove visiterò l'azienda ""Geotrans Srl"", bene confiscato alla criminalità organizzata ed incontrerò il sindaco e la giunta comunale. La lotta alla mafia è una nostra assoluta priorità! Lo Stato vincerà, sempre. #lamafiamifaschifo pic.twitter.com/6RqiiGAyIt",81,22654
"Nonostante la nostra disponibilità di porti siciliani, la nave Ong va in Spagna, con donna ferita e due morti... Non sarà che hanno qualcosa da nascondere??? http://www.ilgiornale.it/news/long-open-arms-scappa-salvini-e-ora-fa-rotta-verso-spagna-1554849.html?mobile_detect=false …",81,22911
"Comizio improvvisato a Catania, grazie! L’Italia e la Sicilia non possono essere il campo profughi d’Europa, la nostra linea è quella del BUONSENSO! pic.twitter.com/7fj8np7zuI",81,23493
"Domenica in #Sicilia: Catania, Pozzallo, Modica. Faremo in modo che per gli immigrati clandestini si spendano meno soldi e si perda meno tempo: questo business vergognoso in Italia sarà sempre meno conveniente, scafisti e “vicescafisti” sono avvertiti. pic.twitter.com/w3PBGXwR31",81,23495
"Dopo il Molise, oggi Sicilia! Vi aspetto alle 18.30 a Catania, in Via San Giuseppe della Rena, 94. Noi non ci fermiamo! #primagliitaliani #primaillavoro pic.twitter.com/ux9dZJmyFp",81,23811
"🔴PAZZESCO!!! ECCO LA PALERMO DEL PD! Solidarietà a @brumottistar e alla sua troupe, aggrediti selvaggiamente con lanci di massi enormi nel quartiere dello spaccio a Palermo. #DomenicavotoLega VIDEO INTEGRALE >  https://www.facebook.com/salviniofficial/videos/10155578455293155/ … pic.twitter.com/aBPJA2P9vP",81,24296
🔴 LIVE da Messina >  https://www.facebook.com/salviniofficial/videos/10155539824733155/ … pic.twitter.com/RmmzjexbcE,81,24658
"Amici, oggi torno nella splendida Sicilia e, alla sera, in Calabria. Poi da domani, Basilicata e Puglia! Ecco le tappe e gli orari aggiornati! #PRIMAGLIITALIANI pic.twitter.com/F6QvxHFRHo",81,24669
"Oltre 1.200 clandestini, nel SILENZIO delle tivù, sbarcati in Sicilia nelle ultime ore... E a Lampedusa, come “ringraziamento” agli italiani, tirano sassi ai carabinieri. Con la Lega e il governo Salvini sarà: #STOPINVASIONE, senza se, senza ma! https://newsicilia.it/cronaca/migranti-in-rivolta-a-lampedusa-sassi-contro-le-forze-dellordine-ferito-un-carabiniere/294678 …",81,25110
"#Salvini: Sono strafelice, raccogliere tanti voti di siciliani è un onore e un ONERE. #portaaporta pic.twitter.com/Sd1oERWJAD",81,25825
"Questa mattina a Catania con l'amico Nello Musumeci, per restituire un futuro di lavoro e sicurezza ai Siciliani! pic.twitter.com/zR5iydiMEY",81,25830
"GRAZIE #Sicilia, missione compiuta! #elezionisicilia #musumecipresidente #andiamoagovernare pic.twitter.com/FFIJfgXOwA",81,25832
Grazie ai militanti e alle migliaia di persone che in #Sicilia e a Ostia hanno creduto in noi. Il dato certo è: #RENZI e #ALFANO A CASA!!! pic.twitter.com/7H5FjQ9dSW,81,25834
"#Sicilia, grazie a chi ha già scelto #NoiconSalvini e #Musumecipresidente. Hai tempo fino alle 22, chi non vota è un Renzi-Crocetta-Alfano! pic.twitter.com/JlwtfdYkeF",81,25837
"Una sola parola per donne e uomini che ho incontrato questa settimana in #Sicilia: GRAZIE. Mi avete accolto come un figlio,non dimenticherò.",81,25840
"#Salvini: in tutte le piazze di #Sicilia io ribadisco che i voti di mafiosi, parassiti e raccomandati mi fanno schifo. #agorarai",81,25865
"#Salvini: in #Sicilia l'autonomia non è applicata, causa politici ""assistenzialistici"" sia di destra che di sinistra. #agorarai",81,25869
"Le mie tappe di oggi in #Sicilia, con un pensiero a #Nyc. pic.twitter.com/ocvCZYqD9e",81,25878
"Questa è l'Italia al contrario del Pd vista questa mattina in #Sicilia a Siculiana... Un GRAZIE a Polizia, Carabinieri ed Esercito. pic.twitter.com/KqwhJiVhMG",81,25886
Ora LIVE dalla stazione di Palermo  >  https://www.facebook.com/salviniofficial/videos/10155260902368155/ … #SalviniSicilia Tour pic.twitter.com/mQ9Nfnd3pI,81,25895
"Ora siamo in autobus (ferrovia interrotta) direzione Palermo, quattro ore di viaggio... #SalviniSicilia LIVE >  https://www.facebook.com/salviniofficial/videos/10155260466478155/ … pic.twitter.com/dj3343eIpb",81,25897
"#Palermo, spettacolo! pic.twitter.com/AF0qSMpXd9",81,25902
"#Salvini: Alfano? Mai con lui, spero che i siciliani il 5 novembre lo ""esodino"". #lintervista",81,25919
"#Salvini: in Sicilia i cittadini potranno scegliere il cdx della lista #Musumecipresidente - Noi con Salvini, non i Cuffaro. #lintervista",81,25930
#Salvini: in Sicilia porteremo esperienza di buongoverno della Lega in centinaia di comuni e in tre regioni. #lintervista,81,25931
"Sicilia, stasera si parte, da Palermo! Tutte le tappe nella sezione Eventi della mia pagina Facebook. pic.twitter.com/kNJfOAjakr",81,25942
"#Salvini: da questa domenica a venerdì 3 novembre, Sicilia! #piazzapulita pic.twitter.com/KznrMxKkNb",81,25974
#Salvini: La Lega in Sicilia non ha mai governato. Io da domenica sarò in Sicilia. #Piazzapulita,81,25975
Si vola a CATANIA per presentare la squadra di Noi con Salvini che dal 5 novembre (con Musumeci Presidente) darà voce alla Sicilia migliore. pic.twitter.com/83XNiKABLD,81,26037
Altri 600 CLANDESTINI sbarcati in Sicilia. Grazie a PD e 5 Stelle che hanno votato per cancellare il REATO di clandestinità.,81,26067
"Altri 1.096 clandestini sbarcati oggi in Sicilia. Mafiosi, scafisti, buonisti e schiavisti ringraziano. Chi tace è complice #stopinvasione",81,27072
"#Salvini: la Sicilia potrebbe essere capitale mondiale del turismo, ma se non hai infrastrutture e trasporti... @rtl1025 #nonstopnews",81,27403
"SBARCHI BLOCCATI in Sicilia per una settimana, per non disturbare i ""grandi del mondo"" riuniti a #Taormina. Pazzesco... #G7 pic.twitter.com/JPaoTefyNl",81,27667
"#Salvini: In Sicilia disoccupazione giovanile al 54%,qualcuno pensa che nuovo business sia fondato su immigrati.#lariachetira #salvinimineo",81,27837
"Buona giornata Amici, sole siciliano dedicato a voi. INSTAGRAM >  https://instagram.com/p/BTI03cxFsc0/  pic.twitter.com/QoGCMKlN43",81,28012
Arrivederci Sicilia! pic.twitter.com/tsPTpaNI1f,81,28297
"Maxi-sbarco a Palermo, con 933 CLANDESTINI gentilmente accompagnati in Italia da una nave norvegese. #stopinvasione pic.twitter.com/wILRRZI8s3",81,28699
Viaggio da incubo per i passeggeri del traghetto Cagliari-Napoli: una cinquantina di immigrati... >  http://www.lastampa.it/2017/02/21/italia/cronache/traghetto-tirrenia-devastato-da-immigrati-a-bordo-per-il-rimpatrio-GWlGYbCwmoV3iHoLIqzChK/pagina.html … pic.twitter.com/oIXK0EbEta,81,28769
"#Salvini: al Sud ci andrò, anche di più. Sarò a Palermo per le amministrative. L'Italia ha bisogno di risposte da Nord a Sud. #lariachetira pic.twitter.com/NDYqviNIxD",81,28921
"Presepe nella splendida Cattedrale di Palermo, dedicato a chi si vergogna o si dimentica della…  https://www.instagram.com/p/BOHzDa5hS-J/",81,29402
"#Salvini: contestazioni a Renzi in Sicilia? Invece di parlare di agricoltura e scuola, parla di legge elettorale... #mattino5",81,30955
"Dopo aver tentato di scippare una donna a Palermo, insulta la Polizia ""FANCULO ITALIA, FANCULO ITALIANI""... https://www.facebook.com/salviniofficial/videos/10153921475008155/ …",81,31190
"I ""profughi"" a Catania trascorrono placide giornate da villeggianti, tra mare, sole e sport! A spese degli italiani > https://www.facebook.com/salviniofficial/videos/10153889902648155/ …",81,31231
"Ripopolare le zone disabitate della Sardegna con gli immigrati. Questa la ""geniale idea"" della CGIL. pic.twitter.com/ajPwyXTX0O",81,31410
"Altri 1.800 immigrati sbarcati in Sicilia e 650 in Calabria. Altri soldi per le Cooperative Rosse, altri problemi per gli italiani.",81,31419
"Altri 800 sbarchi di immigrati in Sicilia, che si andranno ad aggiungere ai 115.000 già ""ospitati"" in tutta Italia. E Renzi che fa?",81,31889
70 clandestini stanno bloccando le strade di Cagliari. Rifiutano di farsi identificare e vogliono andarsene da Sardegna. Li accontenterei.,81,32276
"Palermo, rivolta dei finti profughi,danni a struttura e blocco del traffico, interviene la Polizia. Domani ne sbarcano altri 730 a Pozzallo.",81,32334
"Ricominciano gli SBARCHI. Arrivati in Sicilia altri 1.500 CLANDESTINI, per la gioia di qualche ""cooperativa"" che ci guadagnerà... #Salvini",81,32495
"INCREDIBILE.. La BOLDRINI oggi a Palermo ha detto che ""l'Italia dovrà consentire l'accesso di 300/400mila IMMIGRATI"" pic.twitter.com/seVaZOeeYm",81,32543
Tanta gente nella bellissima piazza di Grammichele (Catania). Mentre le arance siciliane…  https://www.instagram.com/p/BC0KahOxoap/,81,32549
"Oggi anche ""inviato"" per LA 7 con 150 agricoltori siciliani al mercato ortofrutticolo di…  https://www.instagram.com/p/BCz7tybxoe2/",81,32550
"Catania, incontro con un gruppo di pescatori. Migliaia di famiglie rovinate da leggi assurde,…  https://www.instagram.com/p/BCzlsacRoT4/",81,32552
"#Salvini: in Sicilia un ragazzo su due non ha lavoro, altro che: ""Per fortuna arrivano gli immigrati!"". #piazzapulita",81,32978
"371 immigrati sbarcati a Reggio Calabria, 751 in arrivo in Sicilia. Questa non è bontà, questo è affare per pochi e pericolo per molti.",81,33376
"#Salvini: se i pescatori siciliani chiamano Salvini, vuol dire che la politica di quei luoghi non funziona. #portaaporta",81,34023
#Salvini: Chi governa la SICILIA? Nel caso della Sicilia servirebbe un commissario straordinario! #virusrai2,81,34169
#Salvini: Evidentemente qualcuno negli anni passati in Sicilia non ha fatto quello che doveva fare per il dissesto idrogeologico. #virusrai2,81,34173
"#Salvini: Messina senz'acqua? Evidentemente chi governa la Sicilia sbaglia, e deve pagare. #virusrai2 pic.twitter.com/1ZZc44INTv",81,34174
"#Salvini: venerdì tornerò a Mineo. Parlano le interviste ai siciliani, le persone più accoglienti del mondo, ma c'è un limite! #inondala7",81,35225
"Continua l'invasione, 700 sbarcati a Messina. Fatemi fare il Ministro dell'Interno per 3 giorni,  BLOCCARE L'INVASIONE SI PUÒ. #Salvini",81,35244
"785 CLANDESTINI sbarcati a Palermo, 485 in arrivo a Pozzallo. Basta! Usiamo la MARINA per salvarli e riportarli nei porti di partenza!",81,35519
"Nave con 647 clandestini in arrivo a Palermo. Tutte ""risorse""? Buona giornata Amici. #Salvini #stopinvasione",81,35691
"Sindaco di Palermo dice che migrare è ""diritto umano inalienabile"". Cioè, ognuno va dove vuole e fa quel che vuole? Ricoveratelo. #Salvini",81,35714
"700 sbarcati a PALERMO, 500 a Messina, a Jesolo allestita TENDOPOLI per 200 #clandestini che vagano per la città. Espellerli no??? #Salvini",81,35760
"Si vola in #Sicilia! Ore 15 incontro coi cittadini a Pedara, 16 a San Giovanni la Punta. #Salvini #Lega @matteosalvinimi",81,36185
"#Villabate, vicino a #Palermo: tanta gente che ha voglia di una #SICILIA migliore!  https://www.facebook.com/salviniofficial/videos/vb.252306033154/10152960431973155/?type=2&theater … #Salvini @matteosalvinimi #Lega",81,36404
"Ora a #dimartedí, collegato dalla #Sicilia. Immigrazione, lavoro, pensioni, Euro: non starò zitto, contateci! #Salvini @diMartedi",81,36421
"Sbarcano altre migliaia di #clandestini. #Renzi blocca i barconi o no??? Il 12 e 13 maggio sarò in #Sicilia, non ne possiamo più! #Salvini",81,36497
"#Mineo, per centro #immigrati Stato paga. Per agricoltori, insegnanti, disoccupati e studenti siciliani no. #Salvini pic.twitter.com/RlyPYovYmK",81,37059
"A Catania per incontrare cittadini, imprenditori e agricoltori, poi a Mineo. 50% giovani siciliani disoccupati: aiutare loro, non altri!",81,37067
"Crocetta ""governatore""? Su Marte, sarebbe meglio per tutti, Siciliani in primis. #Salvini #Ballarò",81,37388
"Da Palermo porto nel cuore parole di pescatori e agricoltori: ""ci stanno massacrando"" Non vi lasceremo soli! #Salvini pic.twitter.com/XtK2oCF49y",81,37555
"Sala strapiena a #Palermo, e 300 in piedi fuori. I contestatori? Qualche ""rosso"", niente di più. #Salvini #RenziaCasa pic.twitter.com/lznmZNQrPA",81,37565
Milioni di Siciliani non vogliono campare di assistenza ma del proprio #lavoro: c'è tanta voglia di cambiamento. #Salvini #Arenagiletti,81,37567
Questa settimana altri 179 #immigrati sono sbarcati a #Lampedusa. Fortuna che il Ministro degli Interni è siciliano... #Salvini #Lega,81,37572
"Cannoli e lunette, colazione a #Palermo! Ci vediamo alle 15.30 all'Hotel delle Palme. #Salvini @matteosalvinimi pic.twitter.com/k6PHKIsbAK",81,37573
"Domani a #Palermo per portare energie nuove e affrontare temi come #disoccupazione, #agricoltura, #immigrazione. #Salvini @SkyTG24 #skytg24",81,37579
"Tanti Siciliani al potere. Ma in Sicilia record storico di disoccupazione: non servon chiacchieroni, ma Uomini Nuovi. #portaaporta #Salvini",81,37650
"#Palermo, 677.000 € per ospitare 30 #immigrati senza casa né #lavoro. E ai tanti italiani nelle stesse condizioni, niente? #Salvini #Lega",81,37702
"Altri 490 #CLANDESTINI in arrivo ad Augusta, in Sicilia. #Renzi e #Alfano, sicuri che tra loro non ci siano potenziali delinquenti? #Salvini",81,37900
"Immigrazione, in arrivo in #Calabria altri 476 #CLANDESTINI. Non capisco se il governo #RENZI è incapace o complice. #Lega #Salvini",81,37962
"8 #immigrati MORTI, 300 sbarcati in Sicilia. Traffico di esseri umani continua, finanziato da Stato ed Europa. #Renzi che fa? #Salvini #Lega",81,38242
"#Salvini: Crocetta dice che in Italia serve ""Progetto ROM"". Ma preoccupati dei Siciliani, fa il bravo! #piazzapulita pic.twitter.com/858DsvGAav",81,38305
"Sabato sono sbarcati altri 1.000 #CLANDESTINI in #Sicilia. Hanno cambiato il nome a #MareNostrum, ma la sostanza non cambia. #Salvini #Lega",81,38395
"""Giovani Siciliani non vogliono fare lavori agricoli, per fortuna ci sono immigrati"". Ma #Crocetta vive su Marte? #Salvini #serviziopubblico",81,38692
"""Il siciliano povero è il più solidale con gli immigrati"". #Crocetta, ma vai a lavorare! #Salvini #serviziopubblico #Lega @matteosalvinimi",81,38693
"#Salvini: ""Crocetta, attento che i Siciliani ti corron dietro con la vanga!"" #ServizioPubblico @Serv_Pubblico pic.twitter.com/xDHyO0SOgr",81,38694
"In arrivo nave con 700 #IMMIGRATI a Vibo Valentia, #Calabria. Chi li manterrà in albergo, con vitto, alloggio e scheda telefonica? #Salvini",81,39013
1.000 #CLANDESTINI sbarcati in 24 ore in #Sicilia. In Italia oggi hanno più diritti loro di 1.000 nostri #disoccupati. Che schifo! #Salvini,81,39269
Altri 345 #immigrati sbarcati in Sicilia. Ora 345 sinistri che predicano accoglienza  tirino fuori 40€ al giorno per mantenerli! #Salvini,81,39370
"Sbarcati ieri a Reggio Calabria altri 616 #CLANDESTINI trasportati da nave militare ""Euro"". Chi pagherà per mantenerli? #Salvini #Lega",81,39546
"SBARCATI oggi 1.000 immigrati in Calabria, 950 a Ragusa. 500 attesi in giornata. #INVASIONE PROGRAMMATA, e qualcuno si arricchisce! #Salvini",81,39721
"Regione Sicilia, con voto di PD di #Renzi, rinvia tagli e risparmi su 30.000 forestali siciliani. Sicilia merita politici migliori! #Salvini",81,39739
"Altri 299 sbarcano in Sicilia. Invece di fare lo SCIACALLO, sorridendo sulla Concordia, #Renzi vada in Sicilia! Stop #Marenostrum! #Salvini",81,39765
"Buon sabato Amici! Sbarco in Sicilia avvenuto, mi dirigo alla Megalopoli degli Immigrati... Pronto a documentarvi tutto. #Salvini #Lega",81,39930
Altri 70 IMMIGRATI DISPERSI nel Canale di Sicilia: le giacche di chi governa sempre più SPORCHE DI SANGUE! #Salvini #Lega @matteosalvinimi,81,39999
Oggi altri 500 sbarchi a Messina: ma cosa deve succedere perché #Renzi e compagni si sveglino? #Salvini @matteosalvinimi #Lega,81,40027
"In arrivo oltre 800 IMMIGRATI a Palermo, molti purtroppo malati di SCABBIA. Ragazzi, su la testa, vogliono farci scomparire! #Salvini #Lega",81,40082
"Io e altri colleghi non ci arrendiamo, domenica e lunedì saremo in Sicilia: STOP agli SBARCHI, subito! #Salvini #Lega @matteosalvinimi",81,40102
"I sindaci siciliani: ""Siamo ormai al collasso"". Ma gli sbarchi continuano e Renzi e Alfano dormono. #Salvini #Lega @matteosalvinimi",81,40103
"Altri 1.500 CLANDESTINI. Renzi e Alfano non muovono un dito, dobbiamo muoverci noi: domenica e lunedì prossimi sarò in Sicilia. #Salvini",81,40133
"Oggi si ricorda Sbarco in Normandia. Intanto governo assiste senza far nulla all'ennesimo Sbarco in Sicilia, 2.500 #CLANDESTINI. Basta!!!",81,40142
"#Salvini: in Europa #Lega tutela gli agricoltori siciliani. Nostre radici sempre al Nord, ma difendiamo identità e lavoro ovunque. #agorarai",81,40173
"#Salvini: A metà giugno andrò a Maletto, in Sicilia, dove la Lega ha preso il 32,6% #matrix5",81,40234
"#Salvini: Mare Nostrum è DEMENZIALE, ci costa 300mila euro al giorno, pro scafisti. E rovina stagione turistica in Sicilia #virusrai2 #Lega",81,40513
"Augusta: #Lega con da lavoratori del porto,mamme,studenti,preoccupati per invasione. Forza Sicilia,Stop Immigrazione! pic.twitter.com/WNG132Mwx4",81,40587
"#Salvini: domani orgoglioso di andare in Sicilia, invasa dai clandestini, contro quella cazzata dell'operazione Mare nostrum #pontida14",81,40613
"Altri 362 #clandestini sbarcati oggi in #Sicilia. Lunedì andrò in Sicilia, a Catania e ad Augusta, per dire chiaramente STOP IMMIGRAZIONE!",81,40672
"#Salvini: emergenza è LAVORO e invasione clandestini sulle coste della Sicilia, non Senato o legge elettorale!  #portaaporta",81,40688
Altri 1.600 CLANDESTINI sbarcati in Italia oggi. Basta. Sono pronto ad andare in Sicilia col cartello DIVIETO DI ACCESSO,81,40966
"Altri 200 CLANDESTINI, da mantenere, sbarcati in Sicilia. Clandestini, non MIGRANTI. Ricominciamo a usare le GIUSTE PAROLE, almeno Noi!",81,42222
"altri 500 CLANDESTINI sbarcati  in Sicilia. Se ogni BENPENSANTE ne ospitasse 2 a casa sua, saremmo a posto! Ma mi sa che se fregheranno",81,42279
"Il Sindaco di Pozzallo, in Sicilia: ""La città è totalmente IN MANO AGLI IMMIGRATI, quasi sempre UBRIACHI"". Ma dai...  http://fb.me/QgFxRv3u",81,42547
"Altri 125 CLANDESTINI sbarcati a Siracusa. Altra bontà per Kyenge e Boldrini, a spese dei cittadini.",81,42555
"Napolitano dice che ""la catena umana per i migranti nel mare di Siracusa fa ONORE ALL'ITALIA"". Che palle! Ora li...  http://fb.me/VJg3JIwX",81,42598
"La sicilia dà lavoro (?) a 25.000 operai forestali e se ne frega dei costi, le regioni del nord non superano i...  http://fb.me/V0SeDLJJ",81,43150
"In Sicilia si tengono in casa loro il 99% DELLE TASSE pagate in quella Regione. Se le usano male, mi spiace per...  http://fb.me/2OGbIpSei",81,43159
"Ecco come in Sicilia sistemano i ""trombati"" romani... http://fb.me/25MfNRRKE",81,43637
"Dati del SOLE 24 ORE sui dipendenti pubblici. Calabria 51.2 ogni mille abitanti, Sicilia 49.8 Ultime (guarda caso)... http://fb.me/KhOUg86d",81,43843
"Il governatore della Siclia: ""I 30.000 (!) operai forestali siciliani non sono un problema, mi chiedo perché la...  http://fb.me/10E70GycC",81,43845
"La mia SPERANZA è che tutti i Siciliani, Pugliesi e Calabresi, tutte le persone perbene del Sud che vivono qui al...  http://fb.me/24BMSJqYg",81,44734
"Regione Sicilia, 40.000 dipendenti pubblici. Regione Lombardia, 4.000 dipendenti pubblici. Il governatore...  http://fb.me/19Pys0NgL",81,44735
"Mah... Il nuovo governatore della Sicilia, nonostante le decine di miliardi di euro di debiti e le decine di...  http://fb.me/xxK2sY8N",81,44929
"Azz... Rapidi con lo scrutinio in Sicilia... E per fortuna che la metà della gente non ha votato, altrimenti a capodanno saremmo ancora qui!",81,45113
"In Sicilia vince Grillo? Bene. Magari potessero governare, così si dimostrerebbe la loro competenza o incompetenza a fare cose concrete.",81,45118
"Domani elezioni in Sicilia... Chi vince? E soprattutto, cambierà qualcosa?",81,45130
Fra poco sono su Rai Uno a parlare di Sicilia...,81,45228
"Amici, tirate fuori il GRAFICO che c'è in voi! Altri 900 Milioni di Euro regalati alla Sicilia: se doveste fare...  http://fb.me/14HMdbjba",81,45314
